gene_a	gene_b	label
42541	13559	1
46953	26063	0
16844	10053	1
19477	51930	0
19034	8348	1
39705	45743	0
39671	35399	0
14007	4113	1
43512	16844	1
18031	28478	1
2661	5508	0
39613	21637	0
28659	8239	0
41091	29723	0
32840	27040	0
44098	44451	1
6387	4112	0
7116	14516	0
40692	21183	0
45511	35189	0
17087	3722	0
4186	13759	0
12727	38126	1
47469	12005	1
41374	25867	1
46427	20922	1
8917	28102	1
51729	22430	0
621	46383	0
17069	45195	1
5343	9261	0
32110	16844	1
38126	7578	1
4223	24272	0
23334	20645	0
18696	28478	1
43136	23552	0
13521	14084	0
5055	52756	0
12652	43118	0
13600	7711	0
12315	16250	0
25999	44028	0
53585	26263	0
47421	40284	0
4509	28478	1
13003	19004	1
11786	47082	1
24606	53700	0
31861	48264	0
28177	19526	1
27289	39294	1
22241	10723	1
19004	27349	0
16844	6897	1
5818	18810	1
13725	49270	0
7859	12240	0
868	50280	1
46960	38141	1
1854	31554	0
18866	47426	0
12597	27428	1
16865	39913	1
51885	29314	1
10801	51839	1
45835	16045	0
39502	6938	1
41189	33622	0
4243	53983	0
34102	9902	1
52881	11003	1
45958	53918	1
26743	35470	1
37591	20088	0
26814	43637	0
15887	49801	1
37084	14014	1
18079	53827	0
4354	34315	0
10511	42883	0
13996	25228	0
16104	5509	1
38962	21775	1
30825	17523	1
27304	18835	1
7913	39397	0
33132	17647	0
43422	20835	0
16241	15242	1
9848	50366	1
13515	53215	1
905	5836	0
34023	28254	1
35549	29132	1
12159	44642	0
39088	26759	0
40120	47749	0
9848	38885	1
53203	47928	0
38126	14983	1
13507	6030	0
39431	43138	1
47203	10313	1
16844	7389	0
19034	23552	1
53953	1608	1
18376	10723	1
16844	39200	1
36738	15034	0
45575	49830	1
22822	10877	0
23742	5665	0
39372	41552	0
2483	6395	1
80	38126	1
43476	14983	1
48983	13554	1
44611	52313	0
11251	13062	1
50602	16654	1
13478	35828	0
52003	5719	1
51210	45988	0
18804	53238	0
27832	9576	0
47156	48234	0
18649	53204	0
47943	27624	0
10709	27322	1
4116	9502	1
27351	2828	1
35485	43236	0
32840	37753	0
32200	1885	1
4113	14874	1
29827	27471	0
34587	36454	0
25251	45833	0
11293	49727	0
50482	20169	1
51535	15853	1
52669	21048	1
17968	37965	0
6723	30191	0
26405	11002	1
50394	45995	1
21775	41237	1
25543	9809	1
19855	33372	1
13003	18361	0
50496	31869	1
48311	25130	0
48878	26198	1
49128	33286	1
4048	37767	0
53807	29930	0
34934	45361	0
38163	41591	0
10220	43751	1
37390	25675	0
19507	51858	0
40033	48377	0
49281	14514	0
18757	42163	0
32950	15223	1
32455	7553	0
49201	851	1
47916	39870	0
43348	34023	1
3772	10723	1
33369	9738	0
19485	13061	1
49868	19196	1
53365	39502	1
52511	29165	1
3922	39977	0
12354	16885	0
48223	22490	1
9535	14179	0
30179	35144	0
25626	18530	0
48935	43903	1
53594	47498	0
30825	14346	1
28478	27525	1
37688	30589	0
14743	18536	1
23321	3128	0
22017	10684	0
17576	48040	0
50071	20990	0
12929	33027	0
53855	14210	0
27278	28494	1
25450	47129	1
36118	25503	0
32187	39043	1
21778	9369	0
5832	36379	0
6646	6266	0
40750	19034	1
705	11472	0
14312	14204	0
41033	20620	0
33388	18835	1
47226	37787	0
8796	32134	0
32661	35487	0
31843	21621	1
35738	40109	0
12638	19786	0
34023	10996	1
13489	17331	0
14059	53476	0
790	18256	1
17178	7561	0
1172	40870	0
29583	24372	0
52086	5256	0
31389	49028	0
11089	34219	0
25291	47874	0
2283	10723	1
36483	19101	0
30505	48762	0
28631	30485	0
53953	51147	1
9770	18105	0
37766	19077	0
24050	29749	0
3158	39461	0
45792	6348	0
29546	24850	1
31474	32301	0
37703	40599	0
31094	9951	1
38681	32111	1
12809	48840	0
14532	32266	0
40174	13800	1
11501	16903	1
16838	51803	0
31360	47597	0
45958	4778	1
17365	36916	1
25675	38126	1
42620	20350	0
16502	14317	1
16447	37850	0
29949	49938	1
16602	396	0
50428	35052	1
16844	15643	1
44543	24198	0
7116	48093	0
674	739	0
53953	19220	1
45349	29785	1
48249	25068	0
49395	28641	1
50383	18416	1
52026	16839	0
39707	3865	1
28971	17291	0
30791	11786	1
41054	51738	0
49028	16844	1
47874	18810	1
3355	34258	1
37215	21144	0
30825	7076	1
34675	15608	1
11306	17891	0
52881	2396	0
11467	3548	0
18091	15567	0
38126	5508	1
38681	3974	1
38681	22169	0
22102	1131	0
41103	18835	1
18393	2868	0
29447	35640	1
41175	11196	0
2282	51300	0
1104	14516	0
5545	53870	1
37669	38866	0
46682	9848	1
20726	10586	1
38885	18416	0
5479	11332	0
34023	24022	1
51345	18278	0
7790	25037	0
51037	41819	0
26411	33595	1
46394	33347	0
44170	33273	0
27107	38126	1
42791	4120	0
42681	34023	1
43577	45958	1
43735	20759	0
10723	2977	1
43058	6072	0
7297	18810	1
23269	16844	1
52619	7288	1
7129	24279	1
50693	28939	0
32468	24958	1
36186	37538	1
16654	46624	1
39375	51801	0
20572	35700	0
27351	9698	1
29737	1782	1
24475	38126	1
25814	20445	0
23606	14721	0
20254	46318	1
53501	3287	0
50071	22544	0
45958	35222	1
24360	10876	0
9405	16774	1
3451	38136	0
31144	14917	0
16402	16083	0
47415	49178	0
38126	5309	1
15572	14628	1
21981	30825	1
27040	32840	0
38126	19946	1
51738	8984	1
25450	21935	1
50467	48244	0
29485	20712	0
50	27351	1
31080	32717	0
6278	48776	0
1987	3176	0
25884	34953	0
44167	16844	1
36591	6241	1
30454	34023	1
4066	31235	0
4463	1391	1
37178	44893	0
2568	11249	1
1841	30854	1
49794	52477	1
14014	10586	1
26568	40468	0
36730	18835	1
11910	41516	0
26035	33861	0
26619	11358	0
48303	18835	1
25550	17629	0
24226	53017	1
2568	53238	1
32484	15313	0
35590	21746	1
34023	47191	1
12695	30825	1
48408	21775	1
32429	4469	0
4073	47874	1
27604	14256	0
50025	50955	0
15572	52511	1
10314	51531	0
49526	4113	1
36688	50154	1
19786	53028	1
4380	12879	0
34023	14711	1
4007	51166	0
32449	19885	0
53265	13062	1
4690	38126	1
45958	42985	1
20693	11689	0
47309	35710	0
8984	11648	1
17838	30310	1
1885	38423	1
1275	49946	0
16844	41097	1
37538	36186	1
10984	21537	0
34412	9510	0
7760	18991	0
43150	2548	0
28791	10525	0
38126	33889	1
7153	47237	0
31356	3315	1
53238	34348	1
34835	26441	0
50820	27881	1
48312	24192	1
52924	29847	0
18999	44472	0
45912	42178	0
10662	9405	1
16844	15192	1
31798	36832	0
23339	52562	1
46068	49974	0
34071	47604	0
52477	8397	1
49201	38461	1
16654	29352	1
25282	34023	1
23053	12238	1
45252	31235	1
23026	674	0
43514	26198	1
19786	13600	1
1413	31430	1
42610	4178	0
2396	52881	0
4918	24733	1
28478	36665	1
19034	6269	1
28755	45958	1
7104	48162	0
8301	39636	0
42051	38126	1
29485	37441	1
7914	52633	0
14743	5509	1
4030	49054	0
19635	22893	0
11292	29357	0
51125	27521	0
16844	13615	1
33595	29587	1
28662	4408	0
53570	35693	1
42027	14490	0
8637	30825	1
4805	2358	0
9738	50990	0
41476	2363	0
3436	6166	1
5245	22447	0
42777	14516	0
19177	34785	0
10170	50152	0
28478	24643	1
44114	43550	0
17791	54004	1
5514	30825	1
28478	53639	1
11336	2389	1
44215	11910	1
396	6846	1
14256	36916	1
14764	34023	1
35136	39043	1
23753	20314	0
8164	2825	0
11968	38126	1
47642	25520	0
50030	10377	1
13557	8909	0
35791	5206	0
21905	35693	0
10586	28592	0
41448	28254	1
33595	41430	1
49667	22828	1
17621	6558	0
15819	842	0
27759	45605	0
16320	42908	1
5545	53663	1
36229	50081	1
12134	10136	0
36410	10801	1
16323	25752	0
41521	20167	0
2837	21775	1
1885	37084	1
50178	45529	1
43617	7839	0
16903	20834	1
13921	46830	0
14134	40405	1
34023	8209	1
6066	43477	0
10514	40330	0
18714	47583	0
42436	52610	0
4556	13100	1
15512	9463	0
8181	45929	1
14067	47342	0
48851	24501	0
26831	25309	1
28308	1040	1
26951	33133	0
15680	51624	0
43655	22241	0
21981	2267	0
29132	35277	1
26321	48935	0
41729	27557	0
14665	1765	0
52144	48607	0
17257	16301	0
27871	44709	0
24489	29553	0
18804	17365	1
9439	44880	1
6218	40863	0
47763	14375	1
47361	20990	0
21044	42645	0
3599	1900	0
433	16844	1
26198	46960	1
11501	26644	1
29485	35985	1
7249	6622	0
27071	48615	0
6936	37265	0
45307	27795	0
38126	32525	1
30825	25833	1
6177	32168	0
1444	50122	1
12288	10723	1
53017	22672	1
25626	43094	0
27874	27278	0
20192	38461	1
17731	25380	0
21204	4254	0
13096	28417	1
35793	716	1
24257	4073	1
11251	43598	1
11339	53069	0
19793	28971	1
53432	11864	1
2839	28478	1
42744	5203	0
15040	31256	0
49845	13245	1
2821	33084	0
22307	48378	0
6722	41499	1
25251	34023	1
33900	38925	0
45195	2546	0
33195	47265	1
1104	16261	0
10269	46427	0
47783	34023	1
28951	51594	1
40808	45548	0
51741	17258	1
38354	28478	1
26723	44648	0
38126	26036	1
33913	30310	0
39697	13245	1
39960	46807	1
52562	47642	1
53103	36793	0
47157	11513	1
433	49668	1
17365	10723	1
19034	44866	1
22436	45123	0
14817	43303	0
32132	4351	0
39043	53698	1
38681	16041	1
53373	27627	0
26755	24325	0
29049	37767	0
49201	22214	1
40491	35708	0
48040	11224	0
16844	23441	1
2977	10723	1
12604	38126	1
50607	27412	0
41566	50820	1
11555	34023	1
40978	916	0
21775	15623	1
38919	51839	1
18835	36710	1
31558	11361	1
9826	31184	0
52277	7076	1
14628	29610	1
31300	47931	0
16080	3361	0
18201	53017	1
80	4077	1
10195	7453	0
38171	12988	0
42709	37396	0
5409	40074	0
13986	33409	1
16515	33962	0
80	25450	1
23938	34896	0
30286	51039	0
2649	30825	1
49554	22479	1
40665	11101	0
14743	37394	1
46289	39727	0
42808	19628	0
28728	2664	0
39921	21641	0
10988	13250	1
17583	12849	0
49119	29607	0
35456	25258	0
40059	37908	0
50383	34516	1
30310	5494	0
46807	5475	0
15572	7453	1
18920	39810	0
30825	16209	1
33440	5304	0
13091	36916	1
42889	27231	0
51715	28373	0
42658	34608	0
15542	2337	0
12288	50152	1
42178	10147	0
33409	34004	0
29320	35608	0
30570	45834	1
35712	10723	1
10604	16844	1
2418	953	1
14190	3055	0
19034	27968	1
35985	851	1
53248	28045	1
13062	31504	1
7024	7599	0
16844	48923	1
12238	7683	1
8266	52846	0
24354	22574	0
40387	32056	0
40459	4010	0
49650	19034	1
26715	28079	0
11290	25270	1
37326	33195	0
12031	3200	0
2389	9791	1
33884	53416	0
48886	7733	0
7837	43127	0
4383	33595	1
20307	52477	1
32759	28338	1
51050	44001	0
34023	15067	1
46049	33750	0
22241	16119	0
19429	25563	0
26036	15701	0
31281	10553	0
39597	35426	0
28478	8092	1
15176	28478	1
49311	19034	1
33430	32574	1
21699	39904	0
24850	50820	1
45033	16627	0
11609	16654	1
47604	16654	1
38126	20371	1
7494	46782	1
10757	28838	0
40091	27344	0
13127	3848	0
35283	38184	0
12174	10377	1
16844	47809	1
43148	4855	1
12217	44184	1
50820	12315	0
45936	9507	0
9395	4113	1
8673	14864	0
43903	26102	1
30377	19077	0
17465	29071	0
48078	36904	0
17378	2011	0
13075	19520	0
44579	51488	0
31188	51014	0
40669	39877	0
39843	12108	0
3168	45490	0
25319	52809	1
9719	8198	0
34405	32766	0
11688	34689	0
29420	6608	0
7537	19001	0
16903	6181	1
8327	38919	1
42957	51037	1
8364	1201	0
38126	28252	1
9349	50805	1
45245	6277	0
69	51741	0
14792	803	0
35513	16396	0
34031	16654	1
30538	3237	0
1701	16815	1
2574	32557	0
40760	27580	0
52469	36255	1
27412	16844	1
26354	38126	1
9372	2458	0
25522	32400	0
22430	35007	0
45281	9998	0
3796	20890	0
29749	53924	1
2546	3314	0
3602	41479	0
45720	50868	1
41869	27351	1
21935	8243	1
2866	10720	1
24635	48180	0
50929	16844	1
26069	21699	0
41262	10728	0
37411	44247	0
37084	2282	1
53953	17801	1
20981	23803	0
40863	37306	0
16164	12732	0
16844	46185	1
39043	33390	1
16844	17711	1
14923	18369	0
15572	31166	1
38681	32739	1
31595	17530	0
29160	8053	1
38005	53698	0
43314	16036	0
22073	24314	1
36540	11570	1
4627	34023	1
42794	4113	1
31093	7828	1
25450	30791	1
1865	1971	0
20645	15567	0
28478	42333	1
4686	28502	1
1444	15623	1
15067	38126	1
35410	31827	1
2265	10876	0
5203	30825	1
17294	16167	0
1585	53251	0
10131	52469	0
46019	8277	1
11786	45377	1
50607	35241	0
16844	36853	1
52618	40944	0
34023	51847	1
34527	47763	1
1971	34236	1
3984	953	0
45377	9848	1
53282	22864	0
28478	3634	1
15	36255	0
9960	1444	1
3696	37562	0
49018	49054	0
35144	43757	0
32739	24955	1
39392	19410	0
7245	6846	1
43477	23968	0
30286	51058	0
3448	13650	1
26177	11743	1
41103	5832	1
6896	51685	1
21880	11973	0
8560	53801	0
1195	3355	1
4977	32296	0
19525	27548	0
10723	30825	1
53347	24704	0
34467	42367	0
10291	13579	0
52669	43364	1
41829	23693	0
14550	41374	1
47874	11003	1
53420	29749	1
34023	32296	1
4684	52187	0
4342	11717	1
21345	30873	0
11864	5509	1
51483	328	0
11111	44060	1
730	48540	0
34023	1056	1
22479	18594	1
16654	28866	1
16389	52919	1
42039	11446	0
20885	34023	1
46881	3355	1
3158	24938	0
45619	13712	0
3498	29338	0
10164	44847	1
32404	32085	0
17614	30250	0
2414	13223	0
34953	45501	1
3796	27019	1
26644	52511	1
7288	4384	1
36480	23197	0
51822	17003	0
18337	40258	1
30285	19245	0
25253	39043	1
31558	50719	1
14210	26566	0
24638	16735	0
51425	14874	0
42114	16896	0
5373	23026	0
34990	16746	1
25520	34102	0
2897	9279	0
32863	17639	0
42114	3626	1
49879	50145	0
5055	16844	1
6067	1852	0
17475	35700	0
11089	36443	1
19034	7968	1
14731	44505	1
15360	8788	0
37302	11786	1
41620	49658	0
35928	52728	0
18369	12149	1
2626	14190	0
16654	14296	1
32729	35744	0
44601	27351	1
38126	39579	1
24372	46039	0
16903	30310	1
6690	1642	1
26198	47129	1
25713	15680	1
4051	18105	0
51539	15198	0
21010	19377	0
46351	48442	0
43304	50929	0
20271	3037	0
44648	19034	1
28478	2804	1
13654	25867	1
11426	18260	0
36331	16844	1
17546	2260	1
26087	23964	0
30924	41470	0
34565	37299	0
35114	37998	1
9809	2483	0
32400	4761	1
6914	7617	1
33213	45512	0
16844	25887	1
43392	15548	0
31747	41103	1
22169	42985	0
28329	49436	0
21905	12242	1
49830	1118	1
30371	38760	0
24591	9185	0
53953	22277	1
23424	41674	0
6334	37797	0
12730	19577	0
39083	31679	0
12242	26282	1
33025	9529	1
8705	51594	1
30462	32257	1
27083	34023	1
50888	3460	0
4300	3414	0
5803	13456	1
43480	40011	0
53439	610	0
34101	25125	1
7862	15312	1
30447	36446	0
43914	38126	1
3635	47496	1
20510	9633	0
32152	49830	0
36707	49201	1
10908	30825	1
48314	31693	0
5380	19243	0
27703	34953	1
10766	13223	1
50178	2184	0
35208	51805	0
39392	43251	1
34389	616	0
38919	551	1
38919	1546	1
52173	42745	0
8858	49892	1
22417	53373	0
51058	40365	0
48312	16179	1
40900	5280	0
840	43659	0
1966	4077	1
42510	27814	0
38919	20991	0
34225	26492	0
7377	1159	0
4676	19034	1
49432	16903	1
34891	11910	1
2653	28993	0
51495	14854	1
14058	14941	0
16995	30825	1
5251	17590	0
31570	12449	1
43751	10220	1
49780	42474	0
40439	4510	0
7711	16844	1
22410	13599	1
12460	14721	0
24325	12238	1
46437	28102	1
48598	47496	1
36910	52962	0
16472	17473	0
38031	38295	0
17523	29610	1
37802	16896	0
38861	44099	1
2669	32525	0
38668	14339	0
24118	45274	0
18835	11709	1
40484	38940	0
30408	41293	0
49652	13932	0
40655	44626	0
31075	30825	1
52519	52035	0
14550	27304	1
1454	11470	0
2497	18810	1
38126	15420	1
24226	52477	1
34023	29444	1
20526	34023	1
20584	4590	0
36279	11374	1
4778	30301	1
30371	16459	1
49080	27073	0
49662	1884	0
16954	10680	1
12798	2249	0
16060	16844	1
5913	34023	1
38423	24777	0
33760	6270	0
2209	28540	0
34023	22317	1
3722	18551	0
18694	30706	1
28478	14984	1
24779	5853	0
27349	53950	0
13201	1844	0
4178	24238	0
23222	47574	1
3967	45409	0
39043	26720	1
49470	17105	0
383	35002	0
5410	12005	0
35995	14169	1
50049	49331	0
52186	39407	0
53591	10981	0
20901	52856	1
50933	6965	1
42481	49200	0
16844	12877	1
13822	28600	0
29749	20510	1
21010	35958	0
1615	48216	1
7862	31747	1
31240	39837	0
25450	15964	1
42647	15202	0
23176	52885	1
25387	53827	1
7511	22749	0
18835	32586	1
29555	53442	1
49697	1524	0
11501	20726	1
5615	29077	0
5689	1844	1
17963	16041	1
38919	383	1
47645	10591	1
50805	22118	1
52855	12355	0
23211	34023	1
34023	48143	1
10723	18699	1
16502	1629	1
39145	53501	0
37172	30992	0
25341	52564	0
18247	21979	0
23389	36728	0
9797	35590	0
28478	14204	1
53120	13315	1
21044	6938	0
49830	46509	1
23035	369	0
34023	1734	1
18742	48234	0
19628	41576	0
27020	26644	1
41535	23742	1
49414	11003	1
34023	7339	1
17257	44455	0
20197	17428	0
13705	11003	1
22301	35163	0
38649	4154	0
31990	9185	1
21581	7711	0
51732	28338	0
11246	29829	0
26451	38962	0
45744	30305	0
26451	2358	0
29868	3504	0
4113	42295	1
6722	22860	1
18361	34023	1
16386	39418	0
4761	9064	1
7061	37587	0
35330	8626	0
2664	6343	0
13586	40772	0
16844	44158	1
50217	13554	0
4113	4235	1
6232	34023	1
25420	46813	1
29103	40470	0
51805	35985	1
29749	39562	1
6410	8858	1
2196	26928	0
40340	28725	1
19438	48923	0
36916	34227	1
46538	52809	1
38228	28473	0
21675	30165	0
25267	18651	0
6965	23247	0
16169	5869	0
38136	4470	1
35985	46813	1
25875	29391	0
5414	6218	0
16844	4431	1
1421	12000	1
30825	33870	1
43903	53918	1
4152	40744	0
41370	17523	1
53447	17582	0
10510	7097	0
28083	47105	0
32836	18830	0
45494	38126	1
46576	37100	0
4323	44930	1
45217	4113	1
49051	47943	0
26559	33473	0
38317	40690	1
45651	50496	1
25964	39212	0
19013	29477	0
38200	15723	0
15430	43502	1
38126	47883	1
14810	15040	0
32520	11689	0
31229	34324	0
17695	38126	1
28131	15424	1
27351	13091	1
10723	26928	1
15784	34023	1
40846	23739	0
21290	19154	0
44954	42908	1
21640	49830	1
47264	10723	1
34083	40079	0
34462	27424	0
22672	17365	1
17558	50089	1
44579	41678	0
36392	21633	0
53953	11026	0
49830	21742	1
45958	4761	1
7273	4213	0
38126	42367	1
392	716	1
7333	30979	0
33818	2594	0
1118	51558	0
7288	10930	1
7992	29473	0
24469	8243	1
48980	36247	1
28478	20046	1
9251	34023	1
31985	26372	0
11328	31356	1
52511	19617	1
24966	9063	0
51638	26177	1
51719	22750	0
20682	18638	0
21845	34023	1
16844	6694	1
873	47226	1
9642	29223	0
32111	40006	1
22062	46379	1
25706	19130	0
34905	32945	1
19485	30310	1
45779	50484	0
4113	51915	1
37863	9210	0
31356	25251	0
35265	52477	1
38126	52050	1
44447	49448	0
34023	21613	1
1388	28102	1
26436	11754	0
18835	30254	1
19015	20102	1
48510	42327	0
3252	309	0
43198	24520	0
10299	40853	0
36707	47862	1
1553	8406	0
739	22090	0
31356	15438	1
22073	13738	0
37922	11899	0
20009	22301	0
53659	12950	0
17365	46960	1
53729	15360	0
42188	52140	0
35052	40573	1
4077	26928	1
35265	1960	0
45680	19048	0
31172	44024	0
13932	22412	0
31915	53443	1
48180	4768	1
14550	38186	1
28478	43321	1
50541	22544	0
39224	24942	1
51031	48688	1
31126	21488	0
15824	35470	1
10877	22004	0
551	9848	1
4860	52294	0
42724	10622	0
16844	31151	1
41091	1026	0
7153	25486	0
9951	25336	1
34905	24118	1
52477	22268	1
23093	28478	1
47749	10680	1
6722	5099	0
3355	32317	1
46110	10523	0
41054	50865	0
24676	21270	0
24908	41420	0
18810	14317	1
49535	25925	0
13259	33716	0
26561	51999	0
50555	32879	0
31184	25550	0
41070	8506	0
8358	30825	1
5254	25726	0
4048	50632	0
41090	48503	0
1892	19034	1
18742	11111	0
15262	37002	1
47270	42188	0
34023	15161	1
39043	1087	1
34855	41525	0
34004	38231	0
35985	52919	1
20399	687	0
2389	35484	0
7617	50805	1
49323	48392	0
28725	53870	1
31990	36541	1
853	30825	1
37876	3722	1
50763	1775	1
16501	15443	1
45605	32855	0
6410	2076	0
9809	32980	1
7136	22938	0
32056	50933	0
5648	9871	0
28478	31386	1
15135	49340	0
18139	26277	0
20128	49414	0
53880	7804	0
31119	21849	0
14957	25286	0
13478	46605	1
34023	49964	1
44954	45833	0
15076	15680	1
46983	45232	0
27955	53	0
10111	6266	0
10837	38126	1
6139	17558	0
39043	17647	1
5309	25904	1
53205	17695	1
36350	6914	1
18016	23043	0
40405	14134	1
24011	53432	0
2627	30825	1
14375	17761	1
34227	52552	1
2179	41036	0
41825	24850	0
10723	49785	1
39621	34023	1
36589	34023	1
34692	45796	0
37587	3498	1
30825	26267	1
9758	33970	0
17401	16654	1
34852	10955	0
6846	28308	1
22185	26356	0
48846	17902	0
52290	53069	0
25164	31351	0
16201	40617	0
47475	27489	0
46538	39193	1
26337	13754	0
23174	19054	0
51898	2955	0
20510	33477	1
3360	16483	0
13062	4010	1
5580	31503	1
19026	28478	1
41434	50154	1
47645	39043	1
25420	3355	1
12481	5135	0
12238	29352	1
9758	8304	1
51955	7441	0
40232	21077	0
49270	25258	0
22268	33274	0
17633	12772	1
22509	22412	0
4740	49849	1
27972	7411	0
28086	52952	0
836	40914	0
45681	26337	0
10164	40340	1
34023	16895	1
34023	33415	1
35220	22001	0
27277	46784	0
17856	18927	0
47475	9439	0
13088	134	1
35330	47297	0
41296	44865	0
18449	15548	1
13650	3448	1
6457	8819	1
30379	14256	0
13705	53017	1
48093	50001	0
34023	5460	1
48878	28102	1
45644	40528	1
38141	45525	1
5662	6914	1
16251	4701	0
42206	41566	1
4585	27481	1
23129	29236	0
19017	32400	1
15947	33048	0
2291	38126	1
5719	46040	0
44970	32296	1
51537	31400	0
18559	34023	1
45619	51058	0
13251	16104	1
34023	13499	1
27347	38126	1
21849	37477	0
26635	16766	0
36916	11099	1
38146	1776	0
45017	51640	1
29132	8351	1
4153	23112	0
7414	33622	0
6166	40655	0
18719	10723	1
19782	10757	0
35489	1782	1
5539	36805	0
34023	7941	1
27819	45064	0
47783	27700	1
10811	8239	0
48303	14014	1
15942	37396	0
8243	5818	1
23839	14599	1
48949	28876	0
10220	9185	1
42690	34205	1
46799	36723	0
11854	36186	1
29555	51594	1
25994	45834	1
53879	27019	1
30413	23295	0
43586	26320	0
51661	6940	0
16654	40573	1
44579	32339	0
15740	15438	1
40804	39217	1
51345	51741	1
1444	1177	1
43448	44462	0
1641	23274	1
31827	1742	1
48180	33388	1
5778	16844	1
19958	27315	1
28893	15901	0
25092	33666	1
41535	41252	0
44578	26566	1
43392	716	1
28478	18031	1
7347	39622	0
52564	42130	0
23742	27021	1
2833	18712	1
47496	3853	1
43903	23594	1
46983	26003	0
25718	22709	0
10560	23277	0
10723	18689	0
45644	37010	1
38126	39612	1
22611	36766	0
17853	18835	0
1672	26900	0
563	21010	0
11825	4961	1
17454	44049	0
1766	17203	1
26492	8053	0
45680	39461	0
20990	18159	0
32690	18461	1
28714	13589	0
47469	27911	1
15542	44831	0
20926	39904	0
30310	29580	1
32349	2977	0
14843	4328	0
16844	11639	1
53953	44865	1
40488	43214	0
12061	32400	1
12072	27375	0
16386	8896	0
13641	45243	0
47343	1637	0
30093	5304	0
52087	1885	1
15001	31384	0
22413	20013	0
11633	39457	0
28337	18380	0
43676	24231	0
53953	1666	1
46813	19793	1
1912	34587	0
4439	28677	0
33166	2337	1
8646	15408	0
11540	21775	1
44649	45192	0
13574	22436	1
19216	3089	0
19193	38006	0
52562	25114	0
5206	31073	1
19034	39112	1
29737	30706	0
1156	24606	1
16389	16093	0
43811	34023	1
21818	46318	0
16844	42058	1
28478	12197	1
7718	28478	1
25792	16844	1
32317	31869	1
6863	40330	0
18804	37084	1
3914	28478	1
21793	37382	0
18536	52982	1
40033	51839	1
34295	33430	1
53582	35461	0
19786	4073	1
49331	967	0
36110	101	1
27021	4961	1
33477	17598	1
24942	41456	0
42964	8250	0
22214	18978	1
3639	1288	1
27161	17425	0
7777	38126	1
18843	8181	1
4342	50820	1
